epoch,dice_ET,dice_NETC,dice_RC,dice_SNFH,dice_bg,dice_coef,dice_tumor_core,dice_whole_tumor,learning_rate,loss,val_dice_ET,val_dice_NETC,val_dice_RC,val_dice_SNFH,val_dice_bg,val_dice_coef,val_dice_tumor_core,val_dice_whole_tumor,val_loss
10,3.789375477936119e-05,0.8154966831207275,0.6290915608406067,0.8317871689796448,0.9944944381713867,0.5777615308761597,0.8228523135185242,0.8539832830429077,0.0010000000474974513,0.4860718548297882,1.2107922884752043e-05,0.8063984513282776,0.581950843334198,0.6865183711051941,0.9934653639793396,0.5553346872329712,0.8124318718910217,0.8243882656097412,0.5382289886474609
11,1.327848258370068e-05,0.8191907405853271,0.6298170685768127,0.8200278878211975,0.99449223279953,0.5745000243186951,0.8230200409889221,0.8503651022911072,0.0010000000474974513,0.4871343672275543,1.180532944999868e-05,0.8094964623451233,0.5497488975524902,0.7291741967201233,0.9939784407615662,0.5748553276062012,0.8173129558563232,0.8315744996070862,0.5088385939598083
12,1.2664499990933109e-05,0.8275962471961975,0.68394535779953,0.8316898941993713,0.9947628974914551,0.6044152975082397,0.8330181241035461,0.8617404103279114,0.0010000000474974513,0.4571726620197296,1.1668146726151463e-05,0.8431903719902039,0.6647947430610657,0.7222805619239807,0.9947003722190857,0.5939654111862183,0.8511967658996582,0.8604274988174438,0.4831264913082123
13,2.1159328753128648e-05,0.8431394100189209,0.6716625690460205,0.8405514359474182,0.9952445030212402,0.6075528264045715,0.8485144376754761,0.8735300898551941,0.0010000000474974513,0.4466879367828369,1.111857909563696e-05,0.8262547254562378,0.5499666929244995,0.5337663888931274,0.9937940835952759,0.5216907858848572,0.8344655632972717,0.8304223418235779,0.5797734260559082
14,1.2394993973430246e-05,0.8255642652511597,0.6918038129806519,0.8297455310821533,0.9949546456336975,0.6041198968887329,0.8307082653045654,0.8585653305053711,0.0010000000474974513,0.45365139842033386,1.119943681260338e-05,0.8392535448074341,0.7546052932739258,0.7463828325271606,0.9946854114532471,0.6001974940299988,0.8462983965873718,0.8581151962280273,0.46827542781829834
15,1.0950763680739328e-05,0.8134889006614685,0.6654293537139893,0.8010073900222778,0.9941840171813965,0.569807767868042,0.8197082281112671,0.8486056923866272,0.0010000000474974513,0.4968354403972626,1.1135812201246154e-05,0.8393754959106445,0.6471394896507263,0.7468335032463074,0.9946523308753967,0.5855864882469177,0.8475094437599182,0.8598529696464539,0.48528122901916504
16,2.8710743208648637e-05,0.84511399269104,0.7016922831535339,0.8438787460327148,0.9953981637954712,0.6306061744689941,0.8512148261070251,0.8773751258850098,0.0010000000474974513,0.4211556911468506,5.7853747421177104e-05,0.8418529629707336,0.6097590923309326,0.7369866967201233,0.9945135116577148,0.5878690481185913,0.8502556085586548,0.8607628345489502,0.48448947072029114
17,1.1719173926394433e-05,0.8152840733528137,0.6804159283638,0.8030658960342407,0.9944269061088562,0.5892606377601624,0.8233190178871155,0.8497836589813232,0.0010000000474974513,0.4810488820075989,8.167483611032367e-05,0.8204761147499084,0.653429388999939,0.6820035576820374,0.9937639236450195,0.5620359182357788,0.8294650912284851,0.8388126492500305,0.5200905799865723
18,6.697025673929602e-05,0.8263530731201172,0.6231905221939087,0.7956671714782715,0.9945035576820374,0.5786814093589783,0.8300098180770874,0.8524028658866882,0.0010000000474974513,0.48438215255737305,1.2414609955158085e-05,0.8342072367668152,0.6009967923164368,0.7182971239089966,0.994547963142395,0.5760071873664856,0.8419411778450012,0.8531017303466797,0.5001422166824341
19,0.0001588621234986931,0.847017228603363,0.6802416443824768,0.8464868068695068,0.99534010887146,0.6161491870880127,0.8527215719223022,0.8800107836723328,0.0010000000474974513,0.43786752223968506,0.00021211235434748232,0.8523544073104858,0.6205973625183105,0.717387855052948,0.9951232075691223,0.579842746257782,0.8608254194259644,0.8700278997421265,0.49870234727859497
20,2.2698832253809087e-05,0.846980631351471,0.7029672265052795,0.8514187335968018,0.9956125617027283,0.6235342621803284,0.8527354001998901,0.878351092338562,0.0010000000474974513,0.4292619228363037,1.1644765436358284e-05,0.8391785025596619,0.664124608039856,0.7227597236633301,0.9944997429847717,0.5838792324066162,0.845863401889801,0.8577221035957336,0.49984604120254517
21,4.9796883104136214e-05,0.8507957458496094,0.7099948525428772,0.8481448292732239,0.99550461769104,0.6172839999198914,0.8564057946205139,0.8838909268379211,0.0010000000474974513,0.43520742654800415,1.0590839337965008e-05,0.8318305015563965,0.6780134439468384,0.7218745946884155,0.9945062398910522,0.5898498296737671,0.8391955494880676,0.8485643267631531,0.48848554491996765
22,4.113627801416442e-05,0.8482394814491272,0.6934611797332764,0.8484616875648499,0.9954249262809753,0.6252643465995789,0.8549962639808655,0.8808724880218506,0.0010000000474974513,0.42815864086151123,1.8877830370911397e-05,0.8479822278022766,0.6742579340934753,0.7445246577262878,0.9950441122055054,0.6014395952224731,0.8562737107276917,0.8644657731056213,0.4681519567966461
23,6.390878843376413e-05,0.856628954410553,0.729309618473053,0.8597872257232666,0.9956954717636108,0.6387542486190796,0.863421618938446,0.8868124485015869,0.0010000000474974513,0.40984728932380676,8.82375898072496e-05,0.8530850410461426,0.643912136554718,0.7382926940917969,0.994978666305542,0.5960479378700256,0.8606401681900024,0.868272602558136,0.4703373312950134
24,0.00025372690288349986,0.848821759223938,0.6597650647163391,0.858142077922821,0.9954710602760315,0.6252970099449158,0.8543767333030701,0.8804019093513489,0.0010000000474974513,0.42612990736961365,1.2419117410900071e-05,0.8525869250297546,0.7122213840484619,0.7307628989219666,0.9952526092529297,0.607375979423523,0.8624005913734436,0.872370183467865,0.4653248190879822
25,0.0005292830755934119,0.8389073610305786,0.7095627784729004,0.8473618626594543,0.995308518409729,0.6134974956512451,0.8459914922714233,0.8748120665550232,0.0010000000474974513,0.44039058685302734,1.1239944797125645e-05,0.851411759853363,0.6713846921920776,0.7216429114341736,0.9947784543037415,0.5855924487113953,0.8592649102210999,0.8668006658554077,0.49186113476753235
26,0.0012775129871442914,0.8579960465431213,0.7321651577949524,0.8436831831932068,0.9958516955375671,0.6391689777374268,0.8636532425880432,0.8870555758476257,0.0010000000474974513,0.4077312648296356,1.1170553989359178e-05,0.8607193827629089,0.6975603103637695,0.7440199255943298,0.9955189228057861,0.6180623769760132,0.8695847392082214,0.8761983513832092,0.45691847801208496
27,0.00034525460796430707,0.8554500937461853,0.7300916910171509,0.8538207411766052,0.9956067204475403,0.6364073157310486,0.86250901222229,0.8880519866943359,0.0010000000474974513,0.41494739055633545,4.031229400425218e-05,0.8555063009262085,0.6832659244537354,0.7448104619979858,0.9953883290290833,0.6041744351387024,0.8647950887680054,0.8720886707305908,0.47282126545906067
28,3.752069460460916e-05,0.8245583176612854,0.6935208439826965,0.7087752819061279,0.994400143623352,0.5693454742431641,0.8294836282730103,0.8437443375587463,0.0010000000474974513,0.49869728088378906,2.706998748180922e-05,0.8166216015815735,0.6250210404396057,0.6734015941619873,0.9935797452926636,0.5618783831596375,0.825336754322052,0.8378918766975403,0.5158419609069824
29,0.0008987687178887427,0.821021318435669,0.7042363882064819,0.8239052295684814,0.9948982000350952,0.6070860028266907,0.8290051817893982,0.8581454157829285,0.0010000000474974513,0.4512297809123993,0.00011697633453877643,0.8378314971923828,0.7129681706428528,0.7150030136108398,0.9945601224899292,0.5911058187484741,0.8465547561645508,0.8557772040367126,0.4824538826942444
30,0.011113744229078293,0.8554670214653015,0.7305540442466736,0.8467749357223511,0.9953585267066956,0.6311203241348267,0.8585870265960693,0.8841198682785034,0.0010000000474974513,0.42017900943756104,4.897811959381215e-05,0.8499062657356262,0.6881531476974487,0.7386013269424438,0.9949114918708801,0.6098706126213074,0.8565225005149841,0.8662412166595459,0.4527565836906433
31,0.0017964532598853111,0.8351632356643677,0.7139356732368469,0.8084259629249573,0.9950780272483826,0.6138455271720886,0.8414905071258545,0.8613317608833313,0.0010000000474974513,0.4444088041782379,1.3668695828528143e-05,0.8384824991226196,0.6590853333473206,0.6726030111312866,0.9946150779724121,0.5773550868034363,0.8469228148460388,0.8520172238349915,0.5038788318634033
32,0.0017185270553454757,0.8486689329147339,0.693400502204895,0.8190788626670837,0.9952420592308044,0.6011715531349182,0.8528343439102173,0.877169668674469,0.0010000000474974513,0.45464053750038147,1.2079289263056125e-05,0.8514035940170288,0.6957334280014038,0.7305650115013123,0.9950473308563232,0.5984262228012085,0.8594919443130493,0.8692173957824707,0.4747717082500458
33,0.001076902262866497,0.8380250930786133,0.7119076251983643,0.8328322172164917,0.9953181147575378,0.6253984570503235,0.8446001410484314,0.8679786324501038,0.0010000000474974513,0.4294135570526123,8.185423212125897e-05,0.8300405144691467,0.6605605483055115,0.7309675812721252,0.9945294260978699,0.5917696952819824,0.838823139667511,0.8490021228790283,0.4819914698600769
34,0.011916305869817734,0.8516471982002258,0.7570147514343262,0.847570538520813,0.9956681132316589,0.6378114819526672,0.856529951095581,0.8821698427200317,0.0010000000474974513,0.4080563187599182,0.0042818584479391575,0.846038281917572,0.7159491777420044,0.7425528764724731,0.9946688413619995,0.6056689023971558,0.8536872267723083,0.8618534803390503,0.4589861035346985
35,0.010546999052166939,0.861924946308136,0.7524056434631348,0.8538451194763184,0.9958858489990234,0.644832193851471,0.8673372268676758,0.8922576904296875,0.0010000000474974513,0.4026632010936737,0.0008423823746852577,0.8537306785583496,0.6915291547775269,0.7367329001426697,0.9947808980941772,0.6058674454689026,0.8617410063743591,0.8685698509216309,0.4634287357330322
36,0.06288158148527145,0.8566129803657532,0.7309195399284363,0.8359500169754028,0.9957377314567566,0.6494972705841064,0.8612308502197266,0.8858253955841064,0.0010000000474974513,0.39770495891571045,1.4763080798729789e-05,0.8512699007987976,0.7133728861808777,0.696945309638977,0.9950838685035706,0.5893146395683289,0.8589280247688293,0.866601824760437,0.4781167805194855
37,0.004266750533133745,0.8499519228935242,0.7397384643554688,0.8378171324729919,0.9955502152442932,0.6342839598655701,0.8552775382995605,0.8804770112037659,0.0005000000237487257,0.4170936644077301,0.00037118891486898065,0.8438002467155457,0.7157571315765381,0.7329102754592896,0.9948762655258179,0.6037452816963196,0.851441502571106,0.8633378148078918,0.4621490240097046
38,0.1699361950159073,0.8662440180778503,0.7362961769104004,0.8426399827003479,0.9959226846694946,0.6586107611656189,0.8696212768554688,0.8942238092422485,0.0005000000237487257,0.38310420513153076,0.27499788999557495,0.8562485575675964,0.7131931185722351,0.7340041399002075,0.9953015446662903,0.6046899557113647,0.8649111390113831,0.8725985884666443,0.4545165002346039
39,0.19369783997535706,0.8687792420387268,0.7676504254341125,0.868591845035553,0.99639493227005,0.6847105622291565,0.8766442537307739,0.9010746479034424,0.0005000000237487257,0.3571576178073883,0.07845278084278107,0.8569983243942261,0.7224588990211487,0.7419186234474182,0.9952376484870911,0.622851550579071,0.865626871585846,0.8723022937774658,0.44379186630249023
40,0.2875700294971466,0.8708207607269287,0.775931179523468,0.8535315990447998,0.9961450099945068,0.6782534718513489,0.875803530216217,0.8977702856063843,0.0005000000237487257,0.3617609441280365,0.24057410657405853,0.8514509201049805,0.7376703023910522,0.7468174695968628,0.9952577352523804,0.6364287734031677,0.8599044680595398,0.8666298985481262,0.431403249502182
41,0.35048237442970276,0.8700861930847168,0.7806335687637329,0.8629145622253418,0.9964792132377625,0.7094859480857849,0.8748374581336975,0.8979249596595764,0.0005000000237487257,0.3270035982131958,0.2962588667869568,0.8683492541313171,0.7741265892982483,0.7440369129180908,0.9955047965049744,0.6469162702560425,0.876250147819519,0.8825956583023071,0.4184897541999817
42,0.4093306064605713,0.8727877736091614,0.7674733400344849,0.8692107796669006,0.996099591255188,0.6887930631637573,0.878597617149353,0.9027826189994812,0.0005000000237487257,0.35221007466316223,0.30638423562049866,0.863677442073822,0.7304698824882507,0.7131447792053223,0.9954219460487366,0.6343058943748474,0.8703016638755798,0.8772080540657043,0.42795655131340027
43,0.3956035375595093,0.8752818703651428,0.7625480890274048,0.8678209781646729,0.9965063333511353,0.6950989961624146,0.8827391862869263,0.9033374190330505,0.0005000000237487257,0.3424457013607025,0.3265325427055359,0.8659948706626892,0.7188076376914978,0.7382410764694214,0.995527982711792,0.6439563632011414,0.8741315007209778,0.8800376057624817,0.41978317499160767
44,0.3096528649330139,0.8374812602996826,0.6994251012802124,0.8379735350608826,0.9950636625289917,0.6424261331558228,0.8430829048156738,0.8685804009437561,0.0005000000237487257,0.4103807508945465,0.2373354732990265,0.8402632474899292,0.6926771402359009,0.7151005864143372,0.9946286082267761,0.6070077419281006,0.8485457897186279,0.8568086624145508,0.4622134864330292
45,0.3905283510684967,0.8567832708358765,0.773160994052887,0.8611869215965271,0.9958860278129578,0.685889720916748,0.8634099364280701,0.8916666507720947,0.0005000000237487257,0.3573704659938812,0.324197381734848,0.8548082709312439,0.7237048149108887,0.7299227118492126,0.9949668049812317,0.6045224666595459,0.8623363971710205,0.8692179918289185,0.46139228343963623
46,0.397344172000885,0.869779109954834,0.7813366651535034,0.8617646098136902,0.9961621761322021,0.7008469104766846,0.8752924799919128,0.898249626159668,0.0005000000237487257,0.3370361924171448,0.2681051194667816,0.8621094822883606,0.7240199446678162,0.7704420685768127,0.9954825043678284,0.6338025331497192,0.8700218200683594,0.8788993954658508,0.43380439281463623
47,0.415199875831604,0.8737414479255676,0.7618570923805237,0.8743149042129517,0.9964779615402222,0.7116485238075256,0.8795176148414612,0.9011294841766357,0.0005000000237487257,0.3253921568393707,0.3200579881668091,0.861017644405365,0.7021737694740295,0.7306287288665771,0.9955323934555054,0.6290130019187927,0.8681852221488953,0.875353217124939,0.4376041889190674
48,0.40816885232925415,0.8629617094993591,0.793903648853302,0.8591489791870117,0.9960702657699585,0.7004132270812988,0.8678366541862488,0.8929200768470764,0.0005000000237487257,0.3416697382926941,0.23667952418327332,0.8561620712280273,0.7073818445205688,0.7244555950164795,0.9949350953102112,0.6251806616783142,0.8639087677001953,0.86887526512146,0.4483405351638794
49,0.43011564016342163,0.8749986290931702,0.7578274607658386,0.8745028376579285,0.9964214563369751,0.7020607590675354,0.8807622790336609,0.9011459946632385,0.0005000000237487257,0.3334028124809265,0.27646195888519287,0.867199718952179,0.7293368577957153,0.7739639282226562,0.995643138885498,0.6547955274581909,0.8752026557922363,0.882226288318634,0.4060359001159668
50,0.46070680022239685,0.8770822882652283,0.7748823761940002,0.8707648515701294,0.9963250160217285,0.7116630673408508,0.8818231225013733,0.9027162194252014,0.0005000000237487257,0.3240633010864258,0.24775534868240356,0.8606911301612854,0.731382429599762,0.7465850710868835,0.9954619407653809,0.6474564075469971,0.8694581389427185,0.8764302134513855,0.42002835869789124
51,0.464407354593277,0.8774498105049133,0.7485855221748352,0.8789405226707458,0.996466338634491,0.7097540497779846,0.8836642503738403,0.9074351787567139,0.0005000000237487257,0.32969939708709717,0.33940473198890686,0.861170768737793,0.72846519947052,0.7334904670715332,0.9954553246498108,0.636837363243103,0.8685197234153748,0.8763197064399719,0.4289609491825104
52,0.4938470125198364,0.8784560561180115,0.7939097881317139,0.8725336194038391,0.9964464902877808,0.7212768793106079,0.8834430575370789,0.9045989513397217,0.0002500000118743628,0.31542617082595825,0.3239515721797943,0.8671146035194397,0.7323234677314758,0.7535299062728882,0.9955497980117798,0.6407899856567383,0.8744469285011292,0.8800625205039978,0.42197784781455994
53,0.5225973725318909,0.8829460740089417,0.815325915813446,0.8735823035240173,0.9967136979103088,0.7392398715019226,0.8876549005508423,0.9099069237709045,0.0002500000118743628,0.29191723465919495,0.3080621063709259,0.8671237230300903,0.7310522794723511,0.7565774917602539,0.9955739974975586,0.6508402824401855,0.8748162984848022,0.8803912401199341,0.41433340311050415
54,0.5205481648445129,0.876636266708374,0.7859317064285278,0.8782435655593872,0.9964283108711243,0.7252236604690552,0.8810628652572632,0.9040273427963257,0.0002500000118743628,0.3107127547264099,0.24252207577228546,0.8609364032745361,0.7176651358604431,0.7470510005950928,0.9955025315284729,0.6541983485221863,0.8696000576019287,0.8748758435249329,0.42152121663093567
55,0.4927276074886322,0.8877144455909729,0.7544834613800049,0.8801411986351013,0.9967733025550842,0.7266879081726074,0.8919795155525208,0.9112938046455383,0.0002500000118743628,0.3079741597175598,0.3553593158721924,0.8666934967041016,0.7300148010253906,0.7550703883171082,0.9954959750175476,0.6393539905548096,0.873970627784729,0.8804261088371277,0.42163872718811035
56,0.5127956867218018,0.8805288076400757,0.8214471936225891,0.8821285963058472,0.996780276298523,0.756165087223053,0.8854708075523376,0.9077778458595276,0.0002500000118743628,0.2765551507472992,0.33936548233032227,0.8713073134422302,0.7536334991455078,0.7811917662620544,0.9957751631736755,0.6495164036750793,0.8781333565711975,0.8866976499557495,0.41192296147346497
57,0.5254172682762146,0.8895812034606934,0.7871803045272827,0.8832425475120544,0.9965286254882812,0.7286278605461121,0.8928225636482239,0.9112467169761658,0.0002500000118743628,0.30533573031425476,0.29851531982421875,0.8697266578674316,0.7469000220298767,0.7564514875411987,0.9958107471466064,0.6637046337127686,0.877700686454773,0.8832350969314575,0.39796558022499084
58,0.5321589112281799,0.8813733458518982,0.8159196972846985,0.877888023853302,0.9967976212501526,0.7452268600463867,0.8868425488471985,0.9076627492904663,0.0002500000118743628,0.28718307614326477,0.3403805196285248,0.8712272047996521,0.7453349828720093,0.7634085416793823,0.995678186416626,0.6535593867301941,0.8783138394355774,0.8853489756584167,0.4081295430660248
59,0.5733249187469482,0.8874754905700684,0.7939649820327759,0.8898475766181946,0.9966740012168884,0.7420560121536255,0.8916345834732056,0.9135887622833252,0.0002500000118743628,0.2927786409854889,0.3194524049758911,0.8677237033843994,0.747715413570404,0.7528088688850403,0.9957396984100342,0.6576194763183594,0.8753610849380493,0.8814588189125061,0.4078090190887451
60,0.5735411047935486,0.8877885937690735,0.8263307809829712,0.8685344457626343,0.9966356158256531,0.7383438944816589,0.8919227719306946,0.9119856953620911,0.0002500000118743628,0.2951163947582245,0.31166526675224304,0.8738492131233215,0.7537465691566467,0.7715228199958801,0.995848536491394,0.6582659482955933,0.8814040422439575,0.8873153328895569,0.4033045172691345
61,0.5325049757957458,0.8829273581504822,0.7872390747070312,0.8851902484893799,0.996725857257843,0.7443898320198059,0.8862858414649963,0.9068021774291992,0.0002500000118743628,0.28887665271759033,0.27965298295021057,0.8662530183792114,0.7169190049171448,0.7481679916381836,0.9954869747161865,0.6541421413421631,0.8742439150810242,0.8792518377304077,0.41809725761413574
62,0.5735808610916138,0.886479377746582,0.8106479048728943,0.889165461063385,0.9966893196105957,0.7365618944168091,0.89281165599823,0.9136562943458557,0.0002500000118743628,0.29690128564834595,0.341938853263855,0.871756374835968,0.6926957368850708,0.7472291588783264,0.9955366849899292,0.6421006321907043,0.8782089948654175,0.8843355774879456,0.42097926139831543
63,0.565192461013794,0.8895022869110107,0.7754634618759155,0.873133659362793,0.9966375231742859,0.7331826090812683,0.8919488787651062,0.9106408357620239,0.0002500000118743628,0.3009174168109894,0.3141155242919922,0.8664208054542542,0.7453117370605469,0.745735764503479,0.9956915378570557,0.6641343832015991,0.8743835687637329,0.8791237473487854,0.4034319818019867
64,0.5818799138069153,0.8925857543945312,0.8098225593566895,0.896998405456543,0.9970005750656128,0.768124520778656,0.8943851590156555,0.9130650162696838,0.0002500000118743628,0.2607887089252472,0.30733931064605713,0.8737605214118958,0.7378149628639221,0.7624890804290771,0.9957883954048157,0.6671556234359741,0.8807861804962158,0.8871790170669556,0.3956732153892517
65,0.5334669947624207,0.8761993646621704,0.7370880842208862,0.8687925338745117,0.9962536096572876,0.7084175944328308,0.8816539645195007,0.9043000340461731,0.0002500000118743628,0.33480337262153625,0.3550148904323578,0.8685855865478516,0.7282792329788208,0.7411912679672241,0.9956115484237671,0.6342487931251526,0.8757970333099365,0.8805210590362549,0.43175095319747925
66,0.5879416465759277,0.8922338485717773,0.805587112903595,0.8830865025520325,0.9968851804733276,0.7528013586997986,0.8949637413024902,0.913971483707428,0.0002500000118743628,0.2786414921283722,0.31482836604118347,0.8731817007064819,0.7403175830841064,0.757788360118866,0.9957018494606018,0.659272313117981,0.8806239366531372,0.885431170463562,0.40809038281440735
67,0.5864819884300232,0.889653205871582,0.8158336281776428,0.8871530294418335,0.9968047142028809,0.755892276763916,0.8932586908340454,0.9141840934753418,0.0002500000118743628,0.2765217423439026,0.295904278755188,0.8733794093132019,0.7453680038452148,0.7571362257003784,0.995854914188385,0.667121171951294,0.881295382976532,0.8864225745201111,0.40184399485588074
68,0.5951416492462158,0.8899871110916138,0.7925729155540466,0.884204089641571,0.9968122839927673,0.7475692629814148,0.8947054743766785,0.91502845287323,0.0002500000118743628,0.285457968711853,0.27161431312561035,0.8735935688018799,0.7531787157058716,0.7731337547302246,0.9958916306495667,0.6667749881744385,0.8812418580055237,0.8867602348327637,0.39956045150756836
69,0.5760695934295654,0.8860880732536316,0.7988335490226746,0.8764206171035767,0.9967252612113953,0.7516012787818909,0.889016330242157,0.9080888032913208,0.0002500000118743628,0.2825636863708496,0.3158422112464905,0.8712673783302307,0.7480562329292297,0.7743126153945923,0.9958484172821045,0.6710038185119629,0.8789035081863403,0.8847609162330627,0.39349427819252014
70,0.5976507663726807,0.8929658532142639,0.8048192858695984,0.8869277834892273,0.9968097805976868,0.7611336708068848,0.8974651098251343,0.9160794615745544,0.0002500000118743628,0.2711584270000458,0.335634708404541,0.8758620619773865,0.7477433085441589,0.7691115140914917,0.996053159236908,0.6583252549171448,0.8829646706581116,0.8884389996528625,0.40290385484695435
71,0.6023901104927063,0.8919954895973206,0.7996400594711304,0.8884220719337463,0.9967474937438965,0.7584511637687683,0.8953344225883484,0.9154456853866577,0.0002500000118743628,0.274048775434494,0.2830814719200134,0.8750678300857544,0.747766375541687,0.7637240886688232,0.9958944916725159,0.672073483467102,0.8827847242355347,0.8882719874382019,0.39366579055786133
72,0.6345332860946655,0.8916967511177063,0.8271089196205139,0.8856931924819946,0.9971059560775757,0.7599383592605591,0.894554853439331,0.9143568277359009,0.0002500000118743628,0.26957082748413086,0.3348028361797333,0.8764559626579285,0.7537618279457092,0.7651757001876831,0.9958256483078003,0.6618964076042175,0.883342444896698,0.8888031244277954,0.40112438797950745
73,0.6022414565086365,0.8916534781455994,0.774067759513855,0.8844053745269775,0.9966863989830017,0.7559342384338379,0.8942967057228088,0.9116600751876831,0.0002500000118743628,0.277758926153183,0.28127384185791016,0.8699056506156921,0.7468985915184021,0.75178462266922,0.9959038496017456,0.6674874424934387,0.8775255084037781,0.8819759488105774,0.3995564579963684
74,0.6229559779167175,0.8950466513633728,0.8250669836997986,0.8861297965049744,0.9968478083610535,0.7555665373802185,0.8985046744346619,0.918931782245636,0.0002500000118743628,0.2761233150959015,0.33701324462890625,0.8755233287811279,0.7453874945640564,0.7642872333526611,0.9956858158111572,0.6595473885536194,0.882093608379364,0.8872299194335938,0.4022679924964905
75,0.6162567734718323,0.8941338658332825,0.7963437438011169,0.891808271408081,0.9968979954719543,0.7543611526489258,0.8977112174034119,0.9161055088043213,0.0002500000118743628,0.27591174840927124,0.2634775936603546,0.8715875148773193,0.7379932999610901,0.7776844501495361,0.9959355592727661,0.6705515384674072,0.8794397711753845,0.8860828280448914,0.3971935510635376
76,0.6657984256744385,0.8964040279388428,0.8195095658302307,0.8938471078872681,0.996909499168396,0.7691382169723511,0.8986492156982422,0.9165174961090088,0.0002500000118743628,0.25988033413887024,0.23887217044830322,0.8772553205490112,0.7648156881332397,0.7663343548774719,0.9960405230522156,0.674088180065155,0.8849875926971436,0.8899775743484497,0.39062589406967163
77,0.5922191143035889,0.888252854347229,0.8219769597053528,0.8742110133171082,0.9969568848609924,0.7649533748626709,0.8914298415184021,0.9123107194900513,0.0002500000118743628,0.26625365018844604,0.3040930926799774,0.8775367736816406,0.7662943601608276,0.7678196430206299,0.9960588812828064,0.6759530305862427,0.8849229216575623,0.8896664381027222,0.38704782724380493
